UnitID,Institution Name,year,Post-covid,Control of institution (HD2023),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024),State abbreviation (HD2022),Full-time retention rate,Percent Admitted,Admission yield,Graduation rate total cohort,Graduation rate - within 4 years total,Total 12-month unduplicated headcount,Instruction expenses per FTE,School Type,expense_group,treat,Post_2017,year_rel
153126,Clarke University,2014,0,2,18,NA,2,IA,73,72,20,74,49,1312,8648,SLA,Low Expenses,0,0,-3
153126,Clarke University,2015,0,2,18,NA,2,IA,76,65,21,57,48,1218,8732,SLA,Low Expenses,0,0,-2
153126,Clarke University,2016,0,2,18,NA,2,IA,71,63,22,61,49,1149,8492,SLA,Low Expenses,0,0,-1
153126,Clarke University,2017,0,2,18,NA,2,IA,75,82,18,63,52,1105,9034,SLA,Low Expenses,0,0,0
153126,Clarke University,2018,0,2,18,NA,2,IA,71,94,13,63,61,1106,8887,SLA,Low Expenses,0,1,1
153126,Clarke University,2019,0,2,18,NA,2,IA,72,89,15,63,53,NA,9197,SLA,Low Expenses,0,1,2
153126,Clarke University,2020,0,2,18,NA,2,IA,72,89,10,66,61,992,10053,SLA,Medium Expenses,0,1,3
153144,Coe College,2014,0,2,22,NA,2,IA,78,63,17,70,61,1516,12068,SLA,Medium Expenses,0,0,-3
153144,Coe College,2015,0,2,22,NA,2,IA,77,50,11,67,60,1498,8948,SLA,Low Expenses,0,0,-2
153144,Coe College,2016,0,2,22,NA,2,IA,75,56,10,67,62,1476,9587,SLA,Low Expenses,0,0,-1
153144,Coe College,2017,0,2,22,NA,2,IA,81,67,8,69,61,1440,9513,SLA,Low Expenses,0,0,0
153144,Coe College,2018,0,2,22,NA,2,IA,75,63,8,66,62,1477,9403,SLA,Low Expenses,0,1,1
153144,Coe College,2019,0,2,22,NA,2,IA,80,80,7,66,64,NA,9774,SLA,Low Expenses,0,1,2
153144,Coe College,2020,0,2,22,NA,2,IA,81,73,8,62,55,1468,9411,SLA,Low Expenses,0,1,3
153162,Cornell College,2014,0,2,22,NA,2,IA,83,70,20,66,62,1092,10924,SLA,Medium Expenses,0,0,-3
153162,Cornell College,2015,0,2,22,NA,2,IA,82,71,21,68,65,1041,10005,SLA,Medium Expenses,0,0,-2
153162,Cornell College,2016,0,2,22,NA,2,IA,78,65,20,68,65,1006,11637,SLA,Medium Expenses,0,0,-1
153162,Cornell College,2017,0,2,22,NA,2,IA,81,61,19,71,64,1058,13522,SLA,Medium Expenses,0,0,0
153162,Cornell College,2018,0,2,22,NA,2,IA,82,62,14,76,70,1143,13072,SLA,Medium Expenses,0,1,1
153162,Cornell College,2019,0,2,22,NA,2,IA,76,82,13,69,68,NA,12060,SLA,Medium Expenses,0,1,2
153162,Cornell College,2020,0,2,22,NA,2,IA,74,81,16,67,67,1045,13424,SLA,Medium Expenses,0,1,3
153384,Grinnell College,2014,0,2,22,3,2,IA,94,25,28,89,85,1765,23944,SLA,High Expenses,0,0,-3
153384,Grinnell College,2015,0,2,22,3,2,IA,94,20,28,86,79,1774,24969,SLA,High Expenses,0,0,-2
153384,Grinnell College,2016,0,2,22,3,2,IA,93,29,26,86,81,1765,25182,SLA,High Expenses,0,0,-1
153384,Grinnell College,2017,0,2,22,3,2,IA,96,24,26,87,84,1774,26696,SLA,High Expenses,0,0,0
153384,Grinnell College,2018,0,2,22,3,2,IA,92,23,25,84,78,1770,26581,SLA,High Expenses,0,1,1
153384,Grinnell College,2019,0,2,22,3,2,IA,94,19,23,89,85,NA,28485,SLA,High Expenses,0,1,2
153384,Grinnell College,2020,0,2,22,3,2,IA,81,11,43,87,81,1754,29667,SLA,High Expenses,0,1,3
153603,Iowa State University,2014,0,1,6,1,4,IA,86,87,37,69,39,37883,9179,LRI,Low Expenses,1,0,-3
153603,Iowa State University,2015,0,1,6,1,4,IA,87,87,37,71,41,38988,9425,LRI,Low Expenses,1,0,-2
153603,Iowa State University,2016,0,1,6,1,4,IA,88,89,35,74,44,39729,9436,LRI,Low Expenses,1,0,-1
153603,Iowa State University,2017,0,1,6,1,4,IA,87,91,35,73,45,39108,9702,LRI,Low Expenses,1,0,0
153603,Iowa State University,2018,0,1,6,1,4,IA,87,92,33,75,47,37944,9907,LRI,Low Expenses,1,1,1
153603,Iowa State University,2019,0,1,6,1,4,IA,87,88,28,74,47,NA,10152,LRI,Medium Expenses,1,1,2
153603,Iowa State University,2020,0,1,6,1,4,IA,89,91,29,75,50,35319,10386,LRI,Medium Expenses,1,1,3
153658,University of Iowa,2014,0,1,6,1,4,IA,86,81,25,70,48,33410,14593,LRI,High Expenses,1,0,-3
153658,University of Iowa,2015,0,1,6,1,4,IA,85,84,24,72,51,34337,14748,LRI,High Expenses,1,0,-2
153658,University of Iowa,2016,0,1,6,1,4,IA,87,86,21,72,51,35671,14005,LRI,Medium Expenses,1,0,-1
153658,University of Iowa,2017,0,1,6,1,4,IA,86,83,22,74,54,35876,13779,LRI,Medium Expenses,1,0,0
153658,University of Iowa,2018,0,1,6,1,4,IA,86,83,23,73,53,35339,13902,LRI,Medium Expenses,1,1,1
153658,University of Iowa,2019,0,1,6,1,4,IA,86,84,22,72,55,NA,14075,LRI,Medium Expenses,1,1,2
153658,University of Iowa,2020,0,1,6,1,4,IA,88,86,23,72,54,34495,14478,LRI,High Expenses,1,1,3
153834,Luther College,2014,0,2,22,NA,2,IA,85,67,24,82,74,2433,13112,SLA,Medium Expenses,0,0,-3
153834,Luther College,2015,0,2,22,NA,2,IA,85,68,20,77,69,2380,14161,SLA,High Expenses,0,0,-2
153834,Luther College,2016,0,2,22,NA,2,IA,84,65,19,79,72,2214,13170,SLA,Medium Expenses,0,0,-1
153834,Luther College,2017,0,2,22,NA,2,IA,83,63,20,80,71,2097,14151,SLA,High Expenses,0,0,0
153834,Luther College,2018,0,2,22,NA,2,IA,84,62,21,79,72,2108,15180,SLA,High Expenses,0,1,1
153834,Luther College,2019,0,2,22,NA,2,IA,84,64,19,75,67,NA,14001,SLA,Medium Expenses,0,1,2
153834,Luther College,2020,0,2,22,NA,2,IA,77,76,23,77,69,1984,13252,SLA,Medium Expenses,0,1,3
154350,Simpson College,2014,0,2,5,NA,2,IA,82,89,28,73,64,1891,8297,SLA,Low Expenses,0,0,-3
154350,Simpson College,2015,0,2,5,NA,2,IA,81,85,32,68,62,1850,8499,SLA,Low Expenses,0,0,-2
154350,Simpson College,2016,0,2,5,NA,2,IA,77,84,29,63,53,1777,8913,SLA,Low Expenses,0,0,-1
154350,Simpson College,2017,0,2,5,NA,2,IA,80,84,31,68,63,1630,9073,SLA,Low Expenses,0,0,0
154350,Simpson College,2018,0,2,5,NA,2,IA,77,80,23,70,64,1668,9806,SLA,Low Expenses,0,1,1
154350,Simpson College,2019,0,2,5,NA,2,IA,78,87,26,72,70,NA,9870,SLA,Low Expenses,0,1,2
154350,Simpson College,2020,0,2,5,NA,2,IA,77,91,24,71,65,1503,10093,SLA,Medium Expenses,0,1,3
154527,Wartburg College,2014,0,2,5,NA,2,IA,74,74,23,71,65,1713,9632,SLA,Low Expenses,0,0,-3
154527,Wartburg College,2015,0,2,5,NA,2,IA,80,68,16,70,66,1599,9840,SLA,Low Expenses,0,0,-2
154527,Wartburg College,2016,0,2,5,NA,2,IA,80,77,14,69,66,1523,10374,SLA,Medium Expenses,0,0,-1
154527,Wartburg College,2017,0,2,5,NA,2,IA,79,76,14,65,60,1572,9942,SLA,Medium Expenses,0,0,0
154527,Wartburg College,2018,0,2,5,NA,2,IA,79,75,13,67,63,1569,9474,SLA,Low Expenses,0,1,1
154527,Wartburg College,2019,0,2,5,NA,2,IA,78,72,14,62,58,NA,9482,SLA,Low Expenses,0,1,2
154527,Wartburg College,2020,0,2,5,NA,2,IA,82,83,12,68,64,1567,9075,SLA,Low Expenses,0,1,3
154688,Baker University,2014,0,2,18,NA,2,KS,80,82,25,58,41,3911,5319,SLA,Low Expenses,0,0,-3
154688,Baker University,2015,0,2,18,NA,2,KS,77,78,35,60,42,3593,6471,SLA,Low Expenses,0,0,-2
154688,Baker University,2016,0,2,18,NA,2,KS,80,86,37,55,39,3741,5788,SLA,Low Expenses,0,0,-1
154688,Baker University,2017,0,2,18,NA,2,KS,68,88,35,57,41,3624,6090,SLA,Low Expenses,0,0,0
154688,Baker University,2018,0,2,18,NA,2,KS,81,88,33,59,42,3506,6335,SLA,Low Expenses,0,1,1
154688,Baker University,2019,0,2,18,NA,2,KS,75,93,29,64,45,NA,6785,SLA,Low Expenses,0,1,2
154688,Baker University,2020,0,2,18,NA,2,KS,79,99,35,62,50,3384,7084,SLA,Low Expenses,0,1,3
154712,Benedictine College,2014,0,2,15,NA,2,KS,77,99,22,60,44,2294,6322,SLA,Low Expenses,0,0,-3
154712,Benedictine College,2015,0,2,15,NA,2,KS,77,69,29,68,56,2271,6605,SLA,Low Expenses,0,0,-2
154712,Benedictine College,2016,0,2,15,NA,2,KS,80,97,19,63,49,2380,7010,SLA,Low Expenses,0,0,-1
154712,Benedictine College,2017,0,2,15,NA,2,KS,80,93,25,63,46,2283,6884,SLA,Low Expenses,0,0,0
154712,Benedictine College,2018,0,2,15,NA,2,KS,79,97,24,60,42,2216,7518,SLA,Low Expenses,0,1,1
154712,Benedictine College,2019,0,2,15,NA,2,KS,77,97,24,65,50,NA,7957,SLA,Low Expenses,0,1,2
154712,Benedictine College,2020,0,2,15,NA,2,KS,84,98,23,65,52,2283,7442,SLA,Low Expenses,0,1,3
154749,Bethel College-North Newton,2014,0,2,15,NA,2,KS,63,53,28,58,42,587,7887,SLA,Low Expenses,0,0,-3
154749,Bethel College-North Newton,2015,0,2,15,NA,2,KS,63,56,23,68,53,598,8529,SLA,Low Expenses,0,0,-2
154749,Bethel College-North Newton,2016,0,2,15,NA,2,KS,62,56,25,53,39,507,7489,SLA,Low Expenses,0,0,-1
154749,Bethel College-North Newton,2017,0,2,15,NA,2,KS,61,44,22,42,31,546,8187,SLA,Low Expenses,0,0,0
154749,Bethel College-North Newton,2018,0,2,15,NA,2,KS,56,57,29,52,41,566,7696,SLA,Low Expenses,0,1,1
154749,Bethel College-North Newton,2019,0,2,15,NA,2,KS,67,61,24,44,37,NA,8397,SLA,Low Expenses,0,1,2
154749,Bethel College-North Newton,2020,0,2,15,NA,2,KS,70,71,26,44,30,486,8256,SLA,Low Expenses,0,1,3
155317,University of Kansas,2014,0,1,6,1,4,KS,80,93,30,60,37,30698,17259,LRI,High Expenses,1,0,-3
155317,University of Kansas,2015,0,1,6,1,4,KS,80,93,30,61,37,30913,17730,LRI,High Expenses,1,0,-2
155317,University of Kansas,2016,0,1,6,1,4,KS,81,93,31,63,41,31201,16951,LRI,High Expenses,1,0,-1
155317,University of Kansas,2017,0,1,6,1,4,KS,83,92,31,63,42,31136,18034,LRI,High Expenses,1,0,0
155317,University of Kansas,2018,0,1,6,1,4,KS,84,93,29,65,47,31088,19072,LRI,High Expenses,1,1,1
155317,University of Kansas,2019,0,1,6,1,4,KS,86,91,28,67,48,NA,20086,LRI,High Expenses,1,1,2
155317,University of Kansas,2020,0,1,6,1,4,KS,86,92,29,63,46,30983,19922,LRI,High Expenses,1,1,3
155399,Kansas State University,2014,0,1,16,1,4,KS,83,95,42,59,28,27699,11388,LRI,Medium Expenses,1,0,-3
155399,Kansas State University,2015,0,1,16,1,4,KS,83,94,41,62,29,26939,11551,LRI,Medium Expenses,1,0,-2
155399,Kansas State University,2016,0,1,16,1,4,KS,85,94,42,63,31,25775,11409,LRI,Medium Expenses,1,0,-1
155399,Kansas State University,2017,0,1,16,1,4,KS,84,93,43,63,33,25450,12121,LRI,Medium Expenses,1,0,0
155399,Kansas State University,2018,0,1,16,1,4,KS,85,95,41,64,34,24546,12033,LRI,Medium Expenses,1,1,1
155399,Kansas State University,2019,0,1,16,1,4,KS,86,94,34,65,37,NA,12259,LRI,Medium Expenses,1,1,2
155399,Kansas State University,2020,0,1,16,1,4,KS,87,96,30,68,40,23353,12636,LRI,Medium Expenses,1,1,3
155511,McPherson College,2014,0,2,15,NA,2,KS,57,73,41,48,44,677,8340,SLA,Low Expenses,0,0,-3
155511,McPherson College,2015,0,2,15,NA,2,KS,56,57,28,65,41,693,8064,SLA,Low Expenses,0,0,-2
155511,McPherson College,2016,0,2,15,NA,2,KS,70,48,39,37,32,740,8355,SLA,Low Expenses,0,0,-1
155511,McPherson College,2017,0,2,15,NA,2,KS,64,77,19,36,28,776,8550,SLA,Low Expenses,0,0,0
155511,McPherson College,2018,0,2,15,NA,2,KS,70,52,23,37,30,881,8311,SLA,Low Expenses,0,1,1
155511,McPherson College,2019,0,2,15,NA,2,KS,58,52,25,41,35,NA,7911,SLA,Low Expenses,0,1,2
155511,McPherson College,2020,0,2,15,NA,2,KS,66,85,36,38,35,918,7836,SLA,Low Expenses,0,1,3
155937,Sterling College,2014,0,2,15,NA,2,KS,63,41,30,39,29,747,4448,SLA,Low Expenses,0,0,-3
155937,Sterling College,2015,0,2,15,NA,2,KS,62,37,33,42,27,720,4471,SLA,Low Expenses,0,0,-2
155937,Sterling College,2016,0,2,15,NA,2,KS,61,52,24,45,34,683,4925,SLA,Low Expenses,0,0,-1
155937,Sterling College,2017,0,2,15,NA,2,KS,55,41,24,39,25,737,5682,SLA,Low Expenses,0,0,0
155937,Sterling College,2018,0,2,15,NA,2,KS,50,40,22,53,39,800,6374,SLA,Low Expenses,0,1,1
155937,Sterling College,2019,0,2,15,NA,2,KS,59,37,21,53,44,NA,5451,SLA,Low Expenses,0,1,2
155937,Sterling College,2020,0,2,15,NA,2,KS,58,47,17,47,40,782,5330,SLA,Low Expenses,0,1,3
168528,Adrian College,2014,0,2,15,NA,2,MI,60,61,16,57,44,1685,8616,SLA,Low Expenses,0,0,-3
168528,Adrian College,2015,0,2,15,NA,2,MI,71,58,15,54,36,1794,8868,SLA,Low Expenses,0,0,-2
168528,Adrian College,2016,0,2,15,NA,2,MI,69,60,18,53,47,1768,8661,SLA,Low Expenses,0,0,-1
168528,Adrian College,2017,0,2,15,NA,2,MI,64,65,19,52,38,1800,8976,SLA,Low Expenses,0,0,0
168528,Adrian College,2018,0,2,15,NA,2,MI,71,56,19,45,30,1947,8991,SLA,Low Expenses,0,1,1
168528,Adrian College,2019,0,2,15,NA,2,MI,64,61,20,50,35,NA,9029,SLA,Low Expenses,0,1,2
168528,Adrian College,2020,0,2,15,NA,2,MI,66,76,28,54,51,1858,8946,SLA,Low Expenses,0,1,3
168546,Albion College,2014,0,2,22,NA,2,MI,84,80,21,72,61,1284,13911,SLA,Medium Expenses,0,0,-3
168546,Albion College,2015,0,2,22,NA,2,MI,80,72,17,65,56,1405,15022,SLA,High Expenses,0,0,-2
168546,Albion College,2016,0,2,22,NA,2,MI,82,71,19,71,61,1476,14263,SLA,High Expenses,0,0,-1
168546,Albion College,2017,0,2,22,NA,2,MI,79,68,15,57,46,1634,11882,SLA,Medium Expenses,0,0,0
168546,Albion College,2018,0,2,22,NA,2,MI,75,69,15,64,53,1589,12341,SLA,Medium Expenses,0,1,1
168546,Albion College,2019,0,2,22,NA,2,MI,80,74,14,70,61,NA,13272,SLA,Medium Expenses,0,1,2
168546,Albion College,2020,0,2,22,NA,2,MI,73,69,10,68,58,1500,13378,SLA,Medium Expenses,0,1,3
168591,Alma College,2014,0,2,5,NA,2,MI,79,68,20,61,57,1438,11731,SLA,Medium Expenses,0,0,-3
168591,Alma College,2015,0,2,5,NA,2,MI,84,68,14,62,49,1427,11989,SLA,Medium Expenses,0,0,-2
168591,Alma College,2016,0,2,5,NA,2,MI,80,64,13,67,56,1484,10610,SLA,Medium Expenses,0,0,-1
168591,Alma College,2017,0,2,5,NA,2,MI,77,64,13,68,56,1465,11038,SLA,Medium Expenses,0,0,0
168591,Alma College,2018,0,2,5,NA,2,MI,79,62,20,64,51,1481,10668,SLA,Medium Expenses,0,1,1
168591,Alma College,2019,0,2,5,NA,2,MI,77,67,22,67,57,NA,10555,SLA,Medium Expenses,0,1,2
168591,Alma College,2020,0,2,5,NA,2,MI,83,69,16,71,59,1518,10232,SLA,Medium Expenses,0,1,3
168786,Aquinas College,2014,0,2,15,NA,2,MI,78,72,19,52,30,2148,6096,SLA,Low Expenses,0,0,-3
168786,Aquinas College,2015,0,2,15,NA,2,MI,81,91,19,57,39,2081,7058,SLA,Low Expenses,0,0,-2
168786,Aquinas College,2016,0,2,15,NA,2,MI,77,75,22,53,33,1975,7112,SLA,Low Expenses,0,0,-1
168786,Aquinas College,2017,0,2,15,NA,2,MI,74,69,22,59,36,1927,7176,SLA,Low Expenses,0,0,0
168786,Aquinas College,2018,0,2,15,NA,2,MI,75,69,20,61,36,1903,7471,SLA,Low Expenses,0,1,1
168786,Aquinas College,2019,0,2,15,NA,2,MI,78,71,21,60,40,NA,7509,SLA,Low Expenses,0,1,2
168786,Aquinas College,2020,0,2,15,NA,2,MI,72,89,17,65,39,1775,8423,SLA,Low Expenses,0,1,3
169080,Calvin University,2014,0,2,5,3,2,MI,87,74,33,74,58,4425,12897,SLA,Medium Expenses,0,0,-3
169080,Calvin University,2015,0,2,5,3,2,MI,86,75,31,74,57,4431,13243,SLA,Medium Expenses,0,0,-2
169080,Calvin University,2016,0,2,5,3,2,MI,85,83,33,77,62,4449,13121,SLA,Medium Expenses,0,0,-1
169080,Calvin University,2017,0,2,5,3,2,MI,87,79,27,72,59,4099,12479,SLA,Medium Expenses,0,0,0
169080,Calvin University,2018,0,2,5,3,2,MI,87,77,30,77,62,4121,12106,SLA,Medium Expenses,0,1,1
169080,Calvin University,2019,0,2,5,3,2,MI,85,73,27,76,64,NA,11820,SLA,Medium Expenses,0,1,2
169080,Calvin University,2020,0,2,5,3,2,MI,87,75,25,75,64,4020,11477,SLA,Medium Expenses,0,1,3
170286,Hillsdale College,2014,0,2,22,NA,2,MI,NA,50,40,NA,NA,1658,NA,SLA,NA,0,0,-3
170286,Hillsdale College,2015,0,2,22,NA,2,MI,96,45,43,77,64,1675,27833,SLA,High Expenses,0,0,-2
170286,Hillsdale College,2016,0,2,22,NA,2,MI,94,41,43,83,73,1560,23477,SLA,High Expenses,0,0,-1
170286,Hillsdale College,2017,0,2,22,NA,2,MI,93,36,43,85,71,1571,27866,SLA,High Expenses,0,0,0
170286,Hillsdale College,2018,0,2,22,NA,2,MI,91,48,45,87,79,1710,28469,SLA,High Expenses,0,1,1
170286,Hillsdale College,2019,0,2,22,NA,2,MI,96,36,47,86,74,NA,29736,SLA,High Expenses,0,1,2
170286,Hillsdale College,2020,0,2,22,NA,2,MI,97,24,56,88,78,1685,26986,SLA,High Expenses,0,1,3
170301,Hope College,2014,0,2,5,3,2,MI,91,72,25,80,70,3661,10084,SLA,Medium Expenses,0,0,-3
170301,Hope College,2015,0,2,5,3,2,MI,88,84,22,76,64,3601,10446,SLA,Medium Expenses,0,0,-2
170301,Hope College,2016,0,2,5,3,2,MI,91,74,24,79,68,3281,10823,SLA,Medium Expenses,0,0,-1
170301,Hope College,2017,0,2,5,3,2,MI,88,76,24,80,67,3303,11969,SLA,Medium Expenses,0,0,0
170301,Hope College,2018,0,2,5,3,2,MI,89,86,21,79,70,3280,11716,SLA,Medium Expenses,0,1,1
170301,Hope College,2019,0,2,5,3,2,MI,91,78,26,81,72,NA,12259,SLA,Medium Expenses,0,1,2
170301,Hope College,2020,0,2,5,3,2,MI,87,92,21,76,66,3158,12657,SLA,Medium Expenses,0,1,3
170532,Kalamazoo College,2014,0,2,22,NA,2,MI,92,72,21,82,77,1484,15391,SLA,High Expenses,0,0,-3
170532,Kalamazoo College,2015,0,2,22,NA,2,MI,92,66,15,83,77,1467,14683,SLA,High Expenses,0,0,-2
170532,Kalamazoo College,2016,0,2,22,NA,2,MI,88,73,18,81,73,1469,16312,SLA,High Expenses,0,0,-1
170532,Kalamazoo College,2017,0,2,22,NA,2,MI,90,73,17,86,82,1454,15715,SLA,High Expenses,0,0,0
170532,Kalamazoo College,2018,0,2,22,NA,2,MI,91,76,15,79,72,1485,16679,SLA,High Expenses,0,1,1
170532,Kalamazoo College,2019,0,2,22,NA,2,MI,88,74,15,86,76,NA,16761,SLA,High Expenses,0,1,2
170532,Kalamazoo College,2020,0,2,22,NA,2,MI,83,80,14,79,72,1510,17403,SLA,High Expenses,0,1,3
170976,University of Michigan-Ann Arbor,2014,0,1,6,1,5,MI,97,26,45,91,76,45241,22728,LRI,High Expenses,1,0,-3
170976,University of Michigan-Ann Arbor,2015,0,1,6,1,5,MI,97,29,42,90,75,45170,23234,LRI,High Expenses,1,0,-2
170976,University of Michigan-Ann Arbor,2016,0,1,6,1,5,MI,97,27,43,91,77,46316,24568,LRI,High Expenses,1,0,-1
170976,University of Michigan-Ann Arbor,2017,0,1,6,1,5,MI,97,23,45,92,77,47543,25620,LRI,High Expenses,1,0,0
170976,University of Michigan-Ann Arbor,2018,0,1,6,1,5,MI,97,23,46,92,79,48218,25489,LRI,High Expenses,1,1,1
170976,University of Michigan-Ann Arbor,2019,0,1,6,1,5,MI,97,26,41,93,80,NA,25972,LRI,High Expenses,1,1,2
170976,University of Michigan-Ann Arbor,2020,0,1,6,1,5,MI,96,20,45,93,81,49530,25086,LRI,High Expenses,1,1,3
171100,Michigan State University,2014,0,1,6,1,5,MI,92,66,35,79,53,55681,14779,LRI,High Expenses,1,0,-3
171100,Michigan State University,2015,0,1,6,1,5,MI,92,66,33,77,51,55896,15786,LRI,High Expenses,1,0,-2
171100,Michigan State University,2016,0,1,6,1,5,MI,91,72,32,78,52,55545,15542,LRI,High Expenses,1,0,-1
171100,Michigan State University,2017,0,1,6,1,5,MI,91,78,34,79,52,55423,16849,LRI,High Expenses,1,0,0
171100,Michigan State University,2018,0,1,6,1,5,MI,92,71,28,80,53,55332,17975,LRI,High Expenses,1,1,1
171100,Michigan State University,2019,0,1,6,1,5,MI,91,76,24,81,56,NA,17743,LRI,High Expenses,1,1,2
171100,Michigan State University,2020,0,1,6,1,5,MI,91,83,22,81,58,55406,17219,LRI,High Expenses,1,1,3
171599,The University of Olivet,2014,0,2,15,NA,2,MI,59,57,13,39,27,1180,5426,SLA,Low Expenses,0,0,-3
171599,The University of Olivet,2015,0,2,15,NA,2,MI,63,53,25,45,26,1104,5475,SLA,Low Expenses,0,0,-2
171599,The University of Olivet,2016,0,2,15,NA,2,MI,67,70,36,48,35,1196,5986,SLA,Low Expenses,0,0,-1
171599,The University of Olivet,2017,0,2,15,NA,2,MI,63,71,31,53,38,1316,6067,SLA,Low Expenses,0,0,0
171599,The University of Olivet,2018,0,2,15,NA,2,MI,60,NA,NA,48,39,1247,6066,SLA,Low Expenses,0,1,1
171599,The University of Olivet,2019,0,2,15,NA,2,MI,69,60,23,44,31,NA,7143,SLA,Low Expenses,0,1,2
171599,The University of Olivet,2020,0,2,15,NA,2,MI,57,89,21,49,43,1242,7032,SLA,Low Expenses,0,1,3
172644,Wayne State University,2014,0,1,16,1,4,MI,76,80,32,34,11,33116,13364,LRI,Medium Expenses,1,0,-3
172644,Wayne State University,2015,0,1,16,1,4,MI,77,81,29,35,11,32519,13463,LRI,Medium Expenses,1,0,-2
172644,Wayne State University,2016,0,1,16,1,4,MI,82,67,26,39,13,32411,12818,LRI,Medium Expenses,1,0,-1
172644,Wayne State University,2017,0,1,16,1,4,MI,81,71,26,47,19,32218,12570,LRI,Medium Expenses,1,0,0
172644,Wayne State University,2018,0,1,16,1,4,MI,79,73,26,47,18,31759,12596,LRI,Medium Expenses,1,1,1
172644,Wayne State University,2019,0,1,16,1,4,MI,79,69,26,48,20,NA,12636,LRI,Medium Expenses,1,1,2
172644,Wayne State University,2020,0,1,16,1,4,MI,82,63,28,52,24,30841,12491,LRI,Medium Expenses,1,1,3
172699,Western Michigan University,2014,0,1,16,2,4,MI,78,82,24,54,23,27237,10047,LRI,Medium Expenses,1,0,-3
172699,Western Michigan University,2015,0,1,16,2,4,MI,79,82,26,54,23,26525,10321,LRI,Medium Expenses,1,0,-2
172699,Western Michigan University,2016,0,1,16,2,4,MI,79,82,27,53,22,26096,11177,LRI,Medium Expenses,1,0,-1
172699,Western Michigan University,2017,0,1,16,2,4,MI,78,81,22,51,22,25645,11914,LRI,Medium Expenses,1,0,0
172699,Western Michigan University,2018,0,1,16,2,4,MI,80,80,21,53,23,25010,12140,LRI,Medium Expenses,1,1,1
172699,Western Michigan University,2019,0,1,16,2,4,MI,78,85,19,57,27,NA,11742,LRI,Medium Expenses,1,1,2
172699,Western Michigan University,2020,0,1,16,2,4,MI,78,83,14,57,27,22996,12438,LRI,Medium Expenses,1,1,3
173142,Bethany Lutheran College,2014,0,2,5,NA,2,MN,71,85,46,55,40,581,12008,SLA,Medium Expenses,0,0,-3
173142,Bethany Lutheran College,2015,0,2,5,NA,2,MN,73,80,52,49,39,607,12413,SLA,Medium Expenses,0,0,-2
173142,Bethany Lutheran College,2016,0,2,5,NA,2,MN,82,79,44,55,48,631,12329,SLA,Medium Expenses,0,0,-1
173142,Bethany Lutheran College,2017,0,2,5,NA,2,MN,83,78,45,52,40,753,12726,SLA,Medium Expenses,0,0,0
173142,Bethany Lutheran College,2018,0,2,5,NA,2,MN,80,73,39,55,46,821,13137,SLA,Medium Expenses,0,1,1
173142,Bethany Lutheran College,2019,0,2,5,NA,2,MN,71,65,36,54,43,NA,11047,SLA,Medium Expenses,0,1,2
173142,Bethany Lutheran College,2020,0,2,5,NA,2,MN,87,61,45,62,47,884,11053,SLA,Medium Expenses,0,1,3
173258,Carleton College,2014,0,2,22,3,2,MN,97,21,35,93,91,2092,26922,SLA,High Expenses,0,0,-3
173258,Carleton College,2015,0,2,22,3,2,MN,96,23,39,95,91,2093,27406,SLA,High Expenses,0,0,-2
173258,Carleton College,2016,0,2,22,3,2,MN,96,21,38,92,88,2155,29133,SLA,High Expenses,0,0,-1
173258,Carleton College,2017,0,2,22,3,2,MN,96,20,38,94,89,2126,30002,SLA,High Expenses,0,0,0
173258,Carleton College,2018,0,2,22,3,2,MN,97,19,37,93,88,2129,31370,SLA,High Expenses,0,1,1
173258,Carleton College,2019,0,2,22,3,2,MN,95,21,31,92,88,NA,31859,SLA,High Expenses,0,1,2
173258,Carleton College,2020,0,2,22,3,2,MN,94,18,40,94,88,2150,33282,SLA,High Expenses,0,1,3
173300,Concordia College at Moorhead,2014,0,2,5,NA,2,MN,83,78,29,72,66,2468,10948,SLA,Medium Expenses,0,0,-3
173300,Concordia College at Moorhead,2015,0,2,5,NA,2,MN,82,65,22,73,63,2234,11508,SLA,Medium Expenses,0,0,-2
173300,Concordia College at Moorhead,2016,0,2,5,NA,2,MN,84,62,20,73,66,2178,13018,SLA,Medium Expenses,0,0,-1
173300,Concordia College at Moorhead,2017,0,2,5,NA,2,MN,82,61,23,70,67,2132,12427,SLA,Medium Expenses,0,0,0
173300,Concordia College at Moorhead,2018,0,2,5,NA,2,MN,85,68,22,75,70,2188,12850,SLA,Medium Expenses,0,1,1
173300,Concordia College at Moorhead,2019,0,2,5,NA,2,MN,80,58,21,72,69,NA,12608,SLA,Medium Expenses,0,1,2
173300,Concordia College at Moorhead,2020,0,2,5,NA,2,MN,84,72,17,68,63,2090,6671,SLA,Low Expenses,0,1,3
173647,Gustavus Adolphus College,2014,0,2,22,NA,2,MN,91,67,20,81,80,2476,15317,SLA,High Expenses,0,0,-3
173647,Gustavus Adolphus College,2015,0,2,22,NA,2,MN,89,65,17,82,81,2386,15098,SLA,High Expenses,0,0,-2
173647,Gustavus Adolphus College,2016,0,2,22,NA,2,MN,89,68,18,81,78,2263,15426,SLA,High Expenses,0,0,-1
173647,Gustavus Adolphus College,2017,0,2,22,NA,2,MN,89,66,19,80,77,2198,15347,SLA,High Expenses,0,0,0
